ID,Name,DisplayName,Description,GameQuality,Quality,MaxStackCount,DefaultStackCount,PriceEach,Category,IsAddon
516,"Stock_AR_SCA_5","腰射枪托II","极大幅加强腰射散布控制的枪托。",4,Purple,1,1,2400,"Accessory",False
517,"Stock_AR_SCA_6","*Item_Stock_AR_SCA_6*","*Item_Stock_AR_SCA_6_Desc*",999,White,1,1,1,"Accessory",False
518,"Stock_SNP_REC_1","*Item_Stock_SNP_REC_1*","*Item_Stock_SNP_REC_1_Desc*",999,White,1,1,1,"Accessory",False
519,"Stock_SNP_REC_2","狙击枪平衡枪托II","大幅加强后坐力控制的狙击枪枪托。",999,White,1,1,1100,"Accessory",False
520,"Stock_SNP_SCA_1","*Item_Stock_SNP_SCA_1*","*Item_Stock_SNP_SCA_1_Desc*",999,White,1,1,1,"Accessory",False
521,"Stock_SNP_SCA_2","狙击枪控制枪托I","加强瞄准散布控制的狙击枪枪托。",999,White,1,1,500,"Accessory",False
522,"Stock_SNP_SCA_3","*Item_Stock_SNP_SCA_3*","*Item_Stock_SNP_SCA_3_Desc*",999,White,1,1,1,"Accessory",False
523,"Stock_SNP_SCA_4","狙击枪控制枪托II","极大幅加强瞄准散布控制的狙击枪枪托。",999,White,1,1,2400,"Accessory",False
524,"Stock_SHT_MOV_1","*Item_Stock_SHT_MOV_1*","*Item_Stock_SHT_MOV_1_Desc*",999,White,1,1,1,"Accessory",False
525,"Stock_SHT_REC_1","*Item_Stock_SHT_REC_1*","*Item_Stock_SHT_REC_1_Desc*",999,White,1,1,1,"Accessory",False
526,"Stock_SHT_REL_1","*Item_Stock_SHT_REL_1*","*Item_Stock_SHT_REL_1_Desc*",999,White,1,1,1,"Accessory",False
527,"Stock_SHT_SCA_1","*Item_Stock_SHT_SCA_1*","*Item_Stock_SHT_SCA_1_Desc*",999,White,1,1,1,"Accessory",False
528,"Stock_SHT_SCA_2","*Item_Stock_SHT_SCA_2*","*Item_Stock_SHT_SCA_2_Desc*",999,White,1,1,1,"Accessory",False
529,"Stock_SHT_SCA_3","*Item_Stock_SHT_SCA_3*","*Item_Stock_SHT_SCA_3_Desc*",999,White,1,1,1,"Accessory",False
530,"Stock_SHT_SCA_4","*Item_Stock_SHT_SCA_4*","*Item_Stock_SHT_SCA_4_Desc*",999,White,1,1,1,"Accessory",False
531,"Magazine_PST_ADS_1","手枪快速弹匣I","提高瞄准速度的手枪弹匣。",2,Green,1,1,500,"Accessory",False
532,"Magazine_PST_ADS_2","手枪快速弹匣II","大幅提高瞄准速度的手枪弹匣。",3,Blue,1,1,1100,"Accessory",False
533,"Magazine_PST_CAP_1","手枪扩容弹匣I","提高枪械载弹量的手枪弹匣。",2,Green,1,1,500,"Accessory",False
534,"Magazine_PST_CAP_2","手枪扩容弹匣II","大幅提高枪械载弹量的手枪弹匣。",3,Blue,1,1,1100,"Accessory",False
535,"Magazine_PST_REL_1","*Item_Magazine_PST_REL_1*","*Item_Magazine_PST_REL_1_Desc*",999,White,1,1,1,"Accessory",False
536,"Magazine_SMG_ADS_1","冲锋枪快速弹匣","提高瞄准速度的冲锋枪弹匣。",2,Green,1,1,500,"Accessory",False
537,"Magazine_SMG_CAP_1","冲锋枪扩容弹匣I","提高枪械载弹量的冲锋枪弹匣。",2,Green,1,1,500,"Accessory",False
538,"Magazine_SMG_CAP_2","冲锋枪扩容弹匣II","大幅提高枪械载弹量的冲锋枪弹匣。",3,Blue,1,1,1100,"Accessory",False
539,"Magazine_SMG_CAP_3","冲锋枪扩容弹匣III","极大幅提高枪械载弹量的冲锋枪弹匣。",4,Purple,1,1,2400,"Accessory",False
540,"Magazine_SMG_REL_1","*Item_Magazine_SMG_REL_1*","*Item_Magazine_SMG_REL_1_Desc*",999,White,1,1,1,"Accessory",False
541,"Magazine_SMG_REL_2","*Item_Magazine_SMG_REL_2*","*Item_Magazine_SMG_REL_2_Desc*",999,White,1,1,1,"Accessory",False
542,"Magazine_SMG_REL_3","*Item_Magazine_SMG_REL_3*","*Item_Magazine_SMG_REL_3_Desc*",999,White,1,1,1,"Accessory",False
543,"Magazine_AR_ADS_1","步枪快速弹匣I","提高瞄准速度的步枪弹匣。",2,Green,1,1,500,"Accessory",False
544,"Magazine_AR_ADS_2","步枪快速弹匣II","大幅提高瞄准速度的步枪弹匣。",3,Blue,1,1,1100,"Accessory",False
545,"Magazine_AR_ADS_3","*Item_Magazine_AR_ADS_3*","*Item_Magazine_AR_ADS_3_Desc*",999,White,1,1,1,"Accessory",False
546,"Magazine_AR_CAP_1","步枪扩容弹匣I","提高枪械载弹量的步枪弹匣。",2,Green,1,1,500,"Accessory",False
547,"Magazine_AR_CAP_2","步枪扩容弹匣II","大幅提高枪械载弹量的步枪弹匣。",3,Blue,1,1,1100,"Accessory",False
548,"Magazine_AR_CAP_3","步枪扩容弹匣III","极大幅提高枪械载弹量的步枪弹匣。",4,Purple,1,1,2400,"Accessory",False
549,"Magazine_AR_CAP_4","*Item_Magazine_AR_CAP_4*","*Item_Magazine_AR_CAP_4_Desc*",999,White,1,1,1,"Accessory",False
550,"Magazine_AR_REL_1","*Item_Magazine_AR_REL_1*","*Item_Magazine_AR_REL_1_Desc*",999,White,1,1,1,"Accessory",False
551,"Magazine_AR_REL_2","*Item_Magazine_AR_REL_2*","*Item_Magazine_AR_REL_2_Desc*",999,White,1,1,1,"Accessory",False
552,"Magazine_AR_REL_3","*Item_Magazine_AR_REL_3*","*Item_Magazine_AR_REL_3_Desc*",999,White,1,1,1,"Accessory",False
553,"Magazine_SNP_ADS_1","狙击枪快速弹匣I","提高瞄准速度的狙击枪弹匣。",2,Green,1,1,500,"Accessory",False
554,"Magazine_SNP_ADS_2","狙击枪快速弹匣II","大幅提高瞄准速度的狙击枪弹匣。",3,Blue,1,1,1100,"Accessory",False
555,"Magazine_SNP_ADS_3","*Item_Magazine_SNP_ADS_3*","*Item_Magazine_SNP_ADS_3_Desc*",999,White,1,1,1,"Accessory",False
556,"Magazine_SNP_CAP_1","狙击枪扩容弹匣I","提高枪械载弹量的狙击枪弹匣。",2,Green,1,1,500,"Accessory",False
557,"Magazine_SNP_CAP_2","狙击枪扩容弹匣II","大幅提高枪械载弹量的狙击枪弹匣。",3,Blue,1,1,1100,"Accessory",False
558,"Magazine_SNP_CAP_3","*Item_Magazine_SNP_CAP_3*","*Item_Magazine_SNP_CAP_3_Desc*",999,White,1,1,1,"Accessory",False
559,"Magazine_SNP_REL_1","*Item_Magazine_SNP_REL_1*","*Item_Magazine_SNP_REL_1_Desc*",999,White,1,1,1,"Accessory",False
560,"Magazine_SNP_REL_2","*Item_Magazine_SNP_REL_2*","*Item_Magazine_SNP_REL_2_Desc*",999,White,1,1,1,"Accessory",False
561,"Magazine_SHT_CAP_1","霰弹枪扩容弹匣I","提高枪械载弹量的霰弹枪弹匣。",999,White,1,1,500,"Accessory",False
562,"Magazine_SHT_CAP_2","霰弹枪扩容弹匣II","大幅提高枪械载弹量的霰弹枪弹匣。",999,White,1,1,1100,"Accessory",False
563,"Magazine_SHT_CAP_3","霰弹枪扩容弹匣III","极大幅提高枪械载弹量的霰弹枪弹匣。",999,White,1,1,2400,"Accessory",False
564,"Magazine_SHT_CAP_4","*Item_Magazine_SHT_CAP_4*","*Item_Magazine_SHT_CAP_4_Desc*",999,White,1,1,1,"Accessory",False
565,"Magazine_SHT_REL_1","*Item_Magazine_SHT_REL_1*","*Item_Magazine_SHT_REL_1_Desc*",999,White,1,1,1,"Accessory",False
566,"Magazine_SHT_REL_2","*Item_Magazine_SHT_REL_2*","*Item_Magazine_SHT_REL_2_Desc*",999,White,1,1,1,"Accessory",False
567,"Magazine_SHT_REL_3","*Item_Magazine_SHT_REL_3*","*Item_Magazine_SHT_REL_3_Desc*",999,White,1,1,1,"Accessory",False
568,"Scope_AR_4X_1","步枪4倍镜","大幅提高瞄准距离的步枪瞄准镜，但会损失一定后坐力控制与瞄准速度。",3,Blue,1,1,1100,"Accessory",False
569,"Scope_SNP_8X_1","狙击枪8倍镜","极大幅提高瞄准距离的狙击枪瞄准镜，但会损失大量后坐力控制与瞄准速度。",4,Purple,1,1,2400,"Accessory",False
570,"Scope_All_Digit_1","数字瞄具","降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。",2,Green,1,1,500,"Accessory",False
571,"Scope_All_Holo_1","全息瞄具","降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。",2,Green,1,1,500,"Accessory",False
572,"Scope_All_Long_1","快速瞄具","降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。",2,Green,1,1,500,"Accessory",False
573,"Scope_All_RedDot_1","红点瞄具","降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。",2,Green,1,1,500,"Accessory",False
574,"Scope_All_2X_1","2倍镜","提高瞄准距离的瞄准镜，但会损失少量后坐力控制与瞄准速度。",3,Blue,1,1,1100,"Accessory",False
575,"Tec_Laser_NON_1","*Item_Tec_Laser_NON_1*","*Item_Tec_Laser_NON_1_Desc*",999,White,1,1,1,"Accessory",False
576,"Tec_Laser_ADS_1","激光-机动","提高瞄准速度与机动性的激光指示器。",3,Blue,1,1,1100,"Accessory",False
577,"Tec_Laser_ADS_2","激光-快反","大幅提高瞄准速度的激光指示器。",3,Blue,1,1,1100,"Accessory",False
578,"Tec_Laser_SCA_1","激光-基础","提高腰射散布控制的激光指示器。",2,Green,1,1,500,"Accessory",False
579,"Tec_Laser_SCA_2","激光-校准","大幅提高腰射散布控制的激光指示器。",4,Purple,1,1,2400,"Accessory",False
580,"Tec_Flashlight_NON_1","战术手电","大幅提高夜间的视野范围。",2,Green,1,1,500,"Accessory",False
583,"Muzzle_SHT_SCA_2","*Item_Muzzle_SHT_SCA_2*","*Item_Muzzle_SHT_SCA_2_Desc*",999,White,1,1,1,"Accessory",False
584,"Muzzle_SHT_SCA_3","霰弹枪制退器-机动","提高腰射控制的霰弹枪枪口。",3,Blue,1,1,1100,"Accessory",False
594,"Bullet_SMG_Rusted","S-生锈弹","已经略微生锈的制式轻型弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。",1,White,240,30,1,"Bullet",False
595,"Bullet_SMG_Normal","S-普通弹","标准的制式轻型弹。",2,Green,240,30,5,"Bullet",False
596,"Bullet_SMG_Burn","S-燃烧弹","装填了可燃成分的轻型弹，造成火伤害。",999,White,240,30,13,"Bullet",False
597,"Bullet_SMG_Piercing3","S-穿甲弹","能够穿透中级护甲的防护的轻型弹。",3,Blue,240,30,30,"Bullet",False
598,"Bullet_SMG_Piercing5","S-高级穿甲弹","能够穿透高级护甲的防护的轻型弹。",4,Purple,240,30,84,"Bullet",False
599,"Bullet_SMG_Poison","S-毒性弹","装填了毒性成分的轻型弹，造成毒伤害。",999,White,240,30,11,"Bullet",False
600,"Bullet_SMG_Electric","S-感电弹","装填了金属粉末的轻型弹，造成电伤害。",999,Green,240,30,14,"Bullet",False
601,"Bullet_SMG_Space","S-空间弹","用外星科技制造的轻型弹，造成空间伤害。",999,Green,240,30,25,"Bullet",False
602,"Bullet_SMG_Dumdums","S-肉伤弹","对肉体能造成大量伤害的轻型弹，但没有穿透护甲的能力。",999,Green,240,30,15,"Bullet",False
603,"Bullet_AR_Rusted","AR-生锈弹","已经略微生锈的制式步枪弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。",1,White,180,30,1,"Bullet",False
604,"Bullet_AR_Normal","AR-普通弹","标准的制式步枪弹。",2,Green,180,30,7,"Bullet",False
605,"Bullet_AR_Burn","AR-燃烧弹","装填了可燃成分的步枪弹，造成火伤害。",999,Green,180,30,18,"Bullet",False
606,"Bullet_AR_Piercing3","AR-穿甲弹","能够穿透中级护甲的防护的步枪弹。",3,Blue,180,30,43,"Bullet",False
607,"Bullet_AR_Piercing5","AR-高级穿甲弹","能够穿透高级护甲的防护的步枪弹。",4,Purple,180,30,120,"Bullet",False
608,"Bullet_AR_Poison","AR-毒性弹","装填了毒性成分的步枪弹，造成毒伤害。",999,Green,180,30,15,"Bullet",False
609,"Bullet_AR_Electric","AR-感电弹","装填了金属粉末的步枪弹，造成电伤害。",999,Green,180,30,20,"Bullet",False
610,"Bullet_AR_Space","AR-空间弹","用外星科技制造的步枪弹，造成空间伤害。",999,Green,180,30,35,"Bullet",False
611,"Bullet_AR_Dumdums","AR-肉伤弹","对肉体能造成大量伤害的步枪弹，但没有穿透护甲的能力。",999,Green,180,30,21,"Bullet",False
612,"Bullet_BR_Rusted","L-生锈弹","已经略微生锈的制式重型弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。",1,White,180,30,2,"Bullet",False
613,"Bullet_BR_Normal","L-普通弹","标准的制式重型弹。",2,Green,180,30,12,"Bullet",False
614,"Bullet_BR_Burn","L-燃烧弹","装填了可燃成分的重型弹，造成火伤害。",999,Green,180,30,32,"Bullet",False
615,"Bullet_BR_Piercing3","L-穿甲弹","能够穿透中级护甲的防护的重型弹。",3,Blue,180,30,75,"Bullet",False
616,"Bullet_BR_Piercing5","L-高级穿甲弹","能够穿透高级护甲的防护的重型弹。",4,Purple,180,30,210,"Bullet",False
617,"Bullet_BR_Poison","L-毒性弹","装填了毒性成分的重型弹，造成毒伤害。",999,Green,180,30,26,"Bullet",False
618,"Bullet_BR_Electric","L-感电弹","装填了金属粉末的重型弹，造成电伤害。",999,Green,180,30,35,"Bullet",False
619,"Bullet_BR_Space","L-空间弹","用外星科技制造的重型弹，造成空间伤害。",999,Blue,180,30,61,"Bullet",False
620,"Bullet_BR_Dumdums","L-肉伤弹","对肉体能造成大量伤害的重型弹，但没有穿透护甲的能力。",999,Green,180,30,37,"Bullet",False
621,"Bullet_SNP_Rusted","生锈狙击弹","已经略微生锈的制式狙击弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。",1,White,30,10,5,"Bullet",False
622,"Bullet_SNP_Normal","普通狙击弹","标准的制式狙击弹。",2,Green,30,10,35,"Bullet",False
623,"Bullet_SNP_Burn","燃烧狙击弹","装填了可燃成分的狙击弹，造成火伤害。",999,Purple,30,10,90,"Bullet",False
624,"Bullet_SNP_Piercing3","中级穿甲狙击弹","能够穿透中级护甲的防护的狙击弹。",999,Purple,30,10,215,"Bullet",False
625,"Bullet_SNP_Piercing5","高级穿甲狙击弹","能够穿透高级护甲的防护的狙击弹。",999,LightRed,30,10,600,"Bullet",False
626,"Bullet_SNP_Poison","毒性狙击弹","装填了毒性成分的狙击弹，造成毒伤害。",999,Blue,30,10,75,"Bullet",False
627,"Bullet_SNP_Electric","感电狙击弹","装填了金属粉末的狙击弹，造成电伤害。",999,Purple,30,10,100,"Bullet",False
628,"Bullet_SNP_Space","空间狙击弹","用外星科技制造的狙击弹，造成空间伤害。",999,Orange,30,10,175,"Bullet",False
629,"Bullet_SNP_Dumdums","肉伤狙击弹","对肉体能造成大量伤害的狙击弹，但没有穿透护甲的能力。",999,Purple,30,10,105,"Bullet",False
630,"Bullet_SHT_Rusted","生锈霰弹","已经略微生锈的制式霰弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。",1,White,80,20,3,"Bullet",False
631,"Bullet_SHT_Normal","普通霰弹","标准的制式霰弹。",2,Green,80,20,21,"Bullet",False
632,"Bullet_SHT_Burn","燃烧霰弹","装填了可燃成分的霰弹，造成火伤害。",999,Blue,80,20,54,"Bullet",False
633,"Bullet_SHT_Piercing3","穿甲霰弹","能够穿透中级护甲的防护的霰弹。",3,Blue,80,20,129,"Bullet",False
634,"Bullet_SHT_Piercing5","高级穿甲霰弹","能够穿透高级护甲的防护的霰弹。",4,Purple,80,20,360,"Bullet",False
635,"Bullet_SHT_Poison","毒性霰弹","装填了毒性成分的霰弹，造成毒伤害。",999,Blue,80,20,45,"Bullet",False
636,"Bullet_SHT_Electric","感电霰弹","装填了金属粉末的霰弹，造成电伤害。",999,Blue,80,20,60,"Bullet",False
637,"Bullet_SHT_Space","空间霰弹","用外星科技制造的霰弹，造成空间伤害。",999,Purple,80,20,105,"Bullet",False
638,"Bullet_SHT_Dumdums","肉伤霰弹","对肉体能造成大量伤害的霰弹，但没有穿透护甲的能力。",999,Blue,80,20,63,"Bullet",False
639,"Bullet_MAG_Rusted","MAG-生锈弹","已经略微生锈的制式马格南弹药，几乎没有穿甲能力，对于枪械的耐久消耗也较高。",999,White,24,8,8,"Bullet",False
640,"Bullet_MAG_Normal","MAG-普通弹","标准的制式马格南弹药。",2,Green,24,8,56,"Bullet",False
641,"Bullet_MAG_Burn","MAG-燃烧弹","装填了可燃成分的马格南弹药，造成火伤害。",999,Purple,24,8,144,"Bullet",False
642,"Bullet_MAG_Piercing3","MAG-中级穿甲弹","能够穿透中级护甲的防护的马格南弹药。",999,Purple,24,8,344,"Bullet",False
643,"Bullet_MAG_Piercing5","MAG-高级穿甲弹","能够穿透高级护甲的防护的马格南弹药。",999,LightRed,24,8,960,"Bullet",False
644,"Bullet_MAG_Poison","MAG-毒性弹","装填了毒性成分的马格南弹药，造成毒伤害。",999,Purple,24,8,120,"Bullet",False
645,"Bullet_MAG_Electric","MAG-感电弹","装填了金属粉末的马格南弹药，造成电伤害。",999,Purple,24,8,160,"Bullet",False
646,"Bullet_MAG_Space","MAG-空间弹","用外星科技制造的马格南弹药，造成空间伤害。",999,Orange,24,8,280,"Bullet",False
647,"Bullet_MAG_Dumdums","MAG-肉伤弹","对肉体能造成大量伤害的马格南弹药，但没有穿透护甲的能力。",999,Orange,24,8,168,"Bullet",False
648,"Bullet_ARR_Normal","木矢","用树枝制作的箭矢。",1,White,20,10,1,"Bullet",False
649,"Bullet_ARR_Explosion","爆炸矢","这玩意没有安全爆炸距离。",4,Orange,5,1,500,"Bullet",False
650,"Bullet_PWS_S","小能量弹","为能量武器提供少量能量。",9,Green,240,30,25,"Bullet",False
651,"Tec_Laser_CIT_1","激光-暴击","提高爆头伤害的激光指示器。",4,Purple,1,1,2400,"Accessory",False
652,"AR_ADAR_Normal","ADAR 2-15","制式武器的民用版本，虽然威力较低，但有着优秀的稳定性和更好的配件支持。",2,Blue,1,1,1633,"Weapon",False
653,"AR_AUGA1_Normal","StG 77","无托结构设计，短小紧凑后坐力较小，且自带光学瞄准镜。",3,Purple,1,1,3658,"Weapon",False
654,"AR_AUGA3_Normal","StG 77A3","StG 77的改进型，去掉了光学瞄准镜并提高了配件的支持。",3,Purple,1,1,4539,"Weapon",False
655,"SMG_MP5_Normal","MP5","高精度，低后座力的制式冲锋枪，相当适合腰射。",4,Orange,1,1,5794,"Weapon",False
656,"BR_SKS_Normal","SKS-45","结构简单，精度良好的制式步枪。在鸭科夫，威力较大的步枪被称为战斗步枪，即使口径相同也要使用不同的弹药，没人知道理由。",2,Blue,1,1,2386,"Weapon",False
657,"SHT_TOZ66_Normal","TOZ-66","手动装填的双管霰弹枪，一般用来自卫。",1,Green,1,1,435,"Weapon",False
658,"SHT_TOZ106_Normal","TOZ-106","单管霰弹枪，可以弹匣换弹。",1,Green,1,1,547,"Weapon",False
659,"AR_VPO136_Normal","VPO-136","基于AK-47设计的半自动民用步枪，可靠性很高。",1,Green,1,1,630,"Weapon",False
660,"SmokeGrenade","烟雾弹","制造一团遮挡视野的烟雾。",3,Green,1,1,580,"Explosive",False
662,"WeaponPartsLv2","中级武器零件","更高级的枪械零件，能制造更多枪械。",2,White,5,1,248,"Tool",False
663,"WeaponPartsLv3","高级武器零件","顶级枪械零件，很多高端武器必不可少的材料。",4,Green,5,1,669,"Tool",False
665,"BP_ADAR","蓝图：ADAR 2-15","用于在工作台研发武器：ADAR 2-15。",2,White,1,1,50,"Formula",False
666,"BP_AUGA1","蓝图：StG 77","用于在工作台研发武器：StG-77。",3,White,1,1,50,"Formula",False
667,"BP_AUGA3","蓝图：StG 77A3","用于在工作台研发武器：StG-77A3。",3,White,1,1,50,"Formula",False
668,"BP_MP5","蓝图：MP5","用于在工作台研发武器：MP5。",3,White,1,1,50,"Formula",False
669,"BP_SKS","蓝图：SKS","用于在工作台研发武器：SKS。",2,White,1,1,50,"Formula",False
670,"BP_TOZ66","蓝图：TOZ-66","用于在工作台研发武器：TOZ-66。",1,White,1,1,50,"Formula",False
671,"BP_TOZ106","蓝图：TOZ-106","用于在工作台研发武器：TOZ-106。",1,White,1,1,50,"Formula",False
672,"BP_VPO136","蓝图：VPO-136","用于在工作台研发武器：VPO-136。",1,White,1,1,50,"Formula",False
675,"BP_Bullet_BR_Normal","蓝图：普通重型弹","用于制造：L-普通弹。",2,White,1,1,50,"Formula",False
676,"BP_Bullet_SNP_Normal","蓝图：普通狙击弹","用于制造：普通狙击弹。",9,White,1,1,50,"Formula",False
677,"BP_Bullet_SHT_Normal","蓝图：普通霰弹","用于制造：普通霰弹。",9,White,1,1,50,"Formula",False
678,"BP_Bullet_MAG_Normal","蓝图：MAG-普通弹","用于制造：普通反器材弹。",9,White,1,1,50,"Formula",False
679,"HeadsetLV1","耳机","能够提高听觉灵敏度，可以听到声音来自于哪个方向。",2,Green,1,1,680,"Headset",False
680,"BR_VSS_Normal","VSS","自带消声器和光学瞄准镜，适合用来偷袭老同志，缺点是射程相对有限。",5,LightRed,1,1,16741,"Weapon",False
681,"AR_ASVAL_Normal","AS Val","自带消音器的特种步枪，射速快，精度高但载弹量有限。",5,LightRed,1,1,10648,"Weapon",False
682,"AR_DTMDR556_Normal","DT MDR-556","还在测试阶段的制式步枪，模块化程度非常高，但不知什么原因，本来可以卸下的枪管和黄色的外壳绑定在了一起。",4,Orange,1,1,7354,"Weapon",False
683,"BR_DTMDR762_Normal","DT MDR-762","还在测试阶段的制式战斗步枪，模块化程度非常高，但不知什么原因，本来可以卸下的枪管和黑色的外壳绑定在了一起。",5,LightRed,1,1,14099,"Weapon",False
688,"Bullet_SMG_Piercing2","S-低级穿甲弹","能够穿透低级护甲的防护的轻型弹。",999,Blue,240,30,15,"Bullet",False
689,"Bullet_SMG_Piercing4","S-中级穿甲弹","能够穿透中级护甲的防护的轻型弹。",999,Purple,240,30,49,"Bullet",False
690,"Bullet_SMG_Piercing6","S-高级穿甲弹","能够穿透高级护甲的防护的轻型弹。",999,LightRed,240,30,140,"Bullet",False
691,"Bullet_SMG_Break","S-特种弹","能够大幅消耗护甲耐久的轻型弹，虽然穿甲能力很低，但可以快速击碎敌人的护甲，使他失去护甲防护，并造成比普通子弹更高的伤害。",5,LightRed,240,30,140,"Bullet",False
692,"Bullet_AR_Piercing2","AR-低级穿甲弹","能够穿透低级护甲的防护的步枪弹。",999,Blue,180,30,21,"Bullet",False
693,"Bullet_AR_Piercing4","AR-中级穿甲弹","能够穿透中级护甲的防护的步枪弹。",999,Purple,180,30,70,"Bullet",False
694,"Bullet_AR_Piercing6","AR-特种穿甲弹","能够穿透几乎所有护甲的防护的步枪弹，造成的伤害也更高。",5,LightRed,180,30,200,"Bullet",False
695,"Bullet_AR_Break","AR-碎甲弹","能够大幅消耗护甲耐久的步枪弹，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。",999,Green,180,30,33,"Bullet",False
696,"Bullet_BR_Piercing2","L-低级穿甲弹","能够穿透低级护甲的防护的重型弹。",999,Blue,180,30,37,"Bullet",False
697,"Bullet_BR_Piercing4","L-中级穿甲弹","能够穿透中级护甲的防护的重型弹。",999,Purple,180,30,123,"Bullet",False
698,"Bullet_BR_Piercing6","L-特种穿甲弹","能够穿透几乎所有护甲的防护的重型弹，造成的伤害与爆头伤害也更高。",5,LightRed,180,30,350,"Bullet",False
699,"Bullet_BR_Break","L-碎甲弹","能够大幅消耗护甲耐久的重型弹，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。",999,Blue,180,30,58,"Bullet",False
700,"Bullet_SNP_Piercing2","穿甲狙击弹","能够穿透低级护甲的防护的狙击弹。",3,Blue,30,10,105,"Bullet",False
701,"Bullet_SNP_Piercing4","高级穿甲狙击弹","能够穿透中级护甲的防护的狙击弹。",4,Purple,30,10,350,"Bullet",False
702,"Bullet_SNP_Piercing6","特种穿甲狙击弹","能够穿透几乎所有护甲的防护的狙击弹，造成的爆头伤害也更高。",5,LightRed,30,10,1000,"Bullet",False
703,"Bullet_SNP_Break","碎甲狙击弹","能够大幅消耗护甲耐久的狙击弹，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。",999,Purple,30,10,165,"Bullet",False
704,"Bullet_SHT_Piercing2","低级穿甲霰弹","能够穿透低级护甲的防护的霰弹。",999,Blue,80,20,63,"Bullet",False
705,"Bullet_SHT_Piercing4","中级穿甲霰弹","能够穿透中级护甲的防护的霰弹。",999,Purple,80,20,210,"Bullet",False
706,"Bullet_SHT_Piercing6","高级穿甲霰弹","能够穿透高级护甲的防护的霰弹。",999,LightRed,80,20,600,"Bullet",False
707,"Bullet_SHT_Break","特种霰弹","对肉体能造成大量伤害的霰弹，也非常容易使命中的敌人流血，但没有穿透护甲的能力。",5,LightRed,80,8,600,"Bullet",False
708,"Bullet_MAG_Piercing2","MAG-穿甲弹","能够穿透低级护甲的防护的马格南弹药。",3,Blue,24,8,168,"Bullet",False
709,"Bullet_MAG_Piercing4","MAG-高级穿甲弹","能够穿透中级护甲的防护的马格南弹药。",4,Purple,24,8,560,"Bullet",False
710,"Bullet_MAG_Piercing6","MAG-特种穿甲弹","能够穿透几乎所有护甲的防护的马格南弹药，造成的伤害与爆头伤害也更高。",5,LightRed,24,8,1600,"Bullet",False
711,"Bullet_MAG_Break","MAG-碎甲弹","能够大幅消耗护甲耐久的马格南弹药，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。",999,Orange,24,8,264,"Bullet",False
712,"Muzzle_PST_DAM_1","手枪增伤枪口","大幅提高枪械伤害的手枪枪口，但会损失少量后坐力控制。",3,Blue,1,1,1100,"Accessory",False
713,"Muzzle_SMG_DAM_1","冲锋枪增伤枪口","大幅提高枪械伤害的冲锋枪枪口，但会损失少量后坐力控制。",3,Blue,1,1,1100,"Accessory",False
714,"Muzzle_AR_DAM_1","步枪增伤枪口","大幅提高枪械伤害的步枪枪口，但会损失少量后坐力控制。",3,Blue,1,1,1100,"Accessory",False
715,"Muzzle_SNP_DAM_1","狙击枪增伤枪口","大幅提高枪械伤害的狙击枪枪口，但会损失少量后坐力控制。",3,Blue,1,1,1100,"Accessory",False
716,"Muzzle_SHT_DAM_1","霰弹枪增伤枪口","大幅提高枪械伤害的霰弹枪枪口，但会损失少量后坐力控制。",3,Blue,1,1,1100,"Accessory",False
717,"Stock_SMG_SCA_4","冲锋枪腰射枪托II","极大幅加强腰射散布控制的冲锋枪枪托。",999,White,1,1,1,"Accessory",False
718,"NightVisionGoggles","GPNVG-18夜视仪","视野很好的夜视仪。看起来像白天一样。",5,Orange,1,1,4725,"FaceMask",False
719,"ThermalVisionGoggles","T-7热成像目镜","这玩意凭啥这么贵？",6,LightRed,1,1,38900,"FaceMask",False
733,"SMG_MP7_Electric","带电MP7","缠了节电池的MP7，发射的子弹为电属性。真是震撼人心的鸭星科技啊！",9,Orange,1,1,6512,"Weapon",False
734,"SMG_PP19Bizon_Normal","Bizon-2","使用螺旋弹匣，载弹量相当大，非常适合用于火力压制。",3,Purple,1,1,3353,"Weapon",False
735,"SMG_PPSH_Normal","PPSh","非常均衡的制式冲锋枪。",2,Blue,1,1,2214,"Weapon",False
736,"SMG_SR3M_Normal","SR-3M","换弹速度快，持续伤害能力相当不错的制式冲锋枪，但射程相对有限。常见的版本自带消音器，但这把好像卸了。",3,Purple,1,1,3851,"Weapon",False
737,"SMG_Vector9_Normal","Vector","使用特殊设计，在保证射速和威力的同时，提高了后坐力控制与稳定性。",3,Purple,1,1,4174,"Weapon",False
738,"Formula_FirstAidKit_M","配方：急救箱","在医疗站制造急救箱的配方。",99,White,1,1,200,"Formula",False
